state,district,total_rainfall,average_rainfall
Maharashtra,Nanded,954.20000899,79.51666741583334
Maharashtra,Nandurbar,316.86000509999997,26.405000424999997
Maharashtra,Nashik,1040.8900177,86.74083480833333
Maharashtra,Osmanabad,761.61999772,63.46833314333333
Maharashtra,Palghar,3398.9999899,283.2499991583333
Maharashtra,Parbhani,754.1800021,62.84833350833333
Maharashtra,Pune,4107.0599600000005,342.2549966666667
Maharashtra,Raigad,3785.9700368,315.49750306666664
Maharashtra,Ratnagiri,3776.5599497,314.71332914166663
Maharashtra,Sangli,2191.54001981,182.62833498416668
Maharashtra,Satara,4520.2399993,376.6866666083333
Maharashtra,Sindhudurg,3911.2999800899997,325.9416650075
Maharashtra,Solapur,1091.2999799,90.94166499166666
Maharashtra,Thane,3398.9999899,283.2499991583333
Maharashtra,Wardha,810.949980989,67.57916508241667
Maharashtra,Washim,473.79000199,39.482500165833336
Maharashtra,Yavatmal,763.5999899998,63.63333249998333
Manipur,Bishnupur,3323.0683200000003,276.92236
Manipur,Chandel,3115.6428000000005,259.6369
Manipur,Churachandpur,1964.28384,163.69032
Manipur,Imphal East,2954.48856,246.20737999999997
Manipur,Imphal West,2001.79428,166.81619
Manipur,Jiribam,2954.48856,246.20737999999997
Manipur,Kakching,3198.86568,266.57214
Manipur,Kamjong,2408.3999999999996,200.69999999999996
Manipur,Kangpokpi,0.0,
Manipur,Noney,3161.61696,263.46808
Manipur,Pherzawl,1964.28384,163.69032
Manipur,Senapati,1707.08184,142.25682
Manipur,Tamenglong,3161.61696,263.46808
Manipur,Tengnoupal,3115.6428000000005,259.6369
Manipur,Thoubal,3198.86568,266.57214
Manipur,Ukhrul,2408.3999999999996,200.69999999999996
Meghalaya,East Garo Hills,3120.0581999999995,260.00485
Meghalaya,East Jaintia Hills,9483.46284,790.28857
Meghalaya,East Khasi Hills,3993.30576,332.77548
Meghalaya,North Garo Hills,3120.0581999999995,260.00485
Meghalaya,Ri Bhoi,1918.7400000000002,159.895
Meghalaya,South Garo Hills,3576.30288,298.02524
Meghalaya,South West Garo Hills,4193.971439999999,349.4976199999999
Meghalaya,South West Khasi Hills,3311.38296,275.94858
Meghalaya,West Garo Hills,4193.971439999999,349.4976199999999
Meghalaya,West Jaintia Hills,9483.46284,790.28857
Meghalaya,West Khasi Hills,3311.38296,275.94858
Mizoram,Aizawl,1985.890008,165.490834
Mizoram,Champhai,2895.45999202,241.2883326683333
Mizoram,Hnahthial,3641.40998001,303.4508316675
Mizoram,Khawzawl,0.0,
Mizoram,Kolasib,2174.40000008,181.20000000666667
Mizoram,Lawngtlai,3639.88998299,303.3241652491667
Mizoram,Lunglei,3641.40998001,303.4508316675
Mizoram,Mamit,1838.86000023,153.2383333525
Mizoram,Saiha,4076.81008801,339.7341740008333
Mizoram,Saitual,0.0,
Mizoram,Serchhip,0.0,
Nagaland,Dimapur,0.0,
Nagaland,Kiphire,2330.8171199999997,194.23475999999997
Nagaland,Kohima,1907.6162399999998,158.96802
Nagaland,Longleng,3435.57132,286.29761
Nagaland,Mokokchung,2782.9143599999998,231.90953
Nagaland,Mon,2574.4114799999998,214.53428999999997
Nagaland,Noklak,2432.30652,202.69221000000002
Nagaland,Peren,2190.4686,182.53905
Nagaland,Phek,1944.462,162.0385
Nagaland,Tuensang,2432.30652,202.69221000000002
Nagaland,Wokha,2214.1942799999997,184.51618999999997
Nagaland,Zunheboto,2299.5256799999997,191.62713999999997
Odisha,Anugul,795.71999123,66.30999926916667
Odisha,Balangir,416.85000279999997,34.73750023333333
Odisha,Baleshwar,812.93998382,67.74499865166666
Odisha,Bargarh,644.2699971000001,53.689166425
Odisha,Bhadrak,785.0899911,65.424165925
Odisha,Boudh,693.4600087900001,57.78833406583334
Odisha,Cuttack,1223.1999913,101.93333260833333
Odisha,Deogarh,755.169976,62.93083133333334
Odisha,Dhenkanal,701.4099908000001,58.45083256666667
Odisha,Gajapati,646.159999989,53.84666666575
Odisha,Ganjam,715.979994,59.6649995
Odisha,Jagatsinghapur,1368.2600129999998,114.02166774999999
Odisha,Jajapur,786.20999081,65.51749923416666
Odisha,Jharsuguda,888.7299907,74.06083255833333
Odisha,Kalahandi,723.8800083,60.323334025
Odisha,Kandhamal,731.04000299,60.92000024916666
Odisha,Kendrapara,1022.5499943899999,85.21249953249999
Odisha,Kendujhar,720.47001802,60.03916816833333
Odisha,Khordha,1383.31998701,115.27666558416666
Odisha,Koraput,1312.4799999,109.37333332499999
Odisha,Malkangiri,1748.4299904,145.7024992
Odisha,Mayurbhanj,867.6999920000001,72.30833266666667
Odisha,Nabarangpur,1266.9099909,105.57583257499999
Odisha,Nayagarh,1128.480026,94.04000216666667
Odisha,Nuapada,686.5699857899999,57.21416548249999
Odisha,Puri,1499.92001001,124.9933341675
Odisha,Rayagada,642.189986,53.51583216666666
Odisha,Sambalpur,763.4099881,63.61749900833333
Odisha,Sonepur,428.0299991,35.66916659166667
Odisha,Sundargarh,776.1800029,64.68166690833333
Puducherry,Karaikal,1803.0314400000002,150.25262
Puducherry,Mahe,2647.54284,220.62857
Puducherry,Pondicherry,1637.2896,136.4408
Puducherry,Yanam,2604.13152,217.01095999999998
Punjab,Amritsar,20.6200009996,1.7183334166333333
Punjab,Barnala,3.0399999008,0.25333332506666667
Punjab,Bathinda,5.079999898600001,0.42333332488333336
Punjab,Faridkot,14.840000001,1.23666666675
Punjab,Fatehgarh Sahib,7.1999998199999995,0.599999985
Punjab,Fazilka,14.5399999788,1.2116666648999999
Punjab,Ferozepur,14.5399999788,1.2116666648999999
Punjab,Gurdaspur,15.149999998,1.2624999998333333
Punjab,Hoshiarpur,26.839999978799998,2.2366666649
Punjab,Jalandhar,39.559997999800004,3.2966664999833335
Punjab,Kapurthala,41.750000019,3.47916666825
Punjab,Ludhiana,7.9399999988,0.6616666665666667
Punjab,Malerkotla,2.9999999996,0.24999999996666666
Punjab,Mansa,7.009999999,0.5841666665833333
Punjab,Moga,24.8563606676,2.0713633889666667
Punjab,Pathankot,15.149999998,1.2624999998333333
Punjab,Patiala,11.351529706,0.9459608088333334
Punjab,Rupnagar,14.839999969,1.2366666640833335
Punjab,S.A.S Nagar,16.720000001000002,1.3933333334166669
Punjab,Sangrur,2.9999999996,0.24999999996666666
Punjab,Shahid Bhagat Singh Nagar,17.6699999888,1.4724999990666667
Punjab,Sri Muktsar Sahib,9.1500000988,0.7625000082333333
Punjab,Tarn Taran,30.002095699999998,2.5001746416666664
Rajasthan,Ajmer,523.70000111,43.64166675916667
Rajasthan,Alwar,552.47000972,46.03916747666667
Rajasthan,Banswara,69.99000089,5.832500074166667
Rajasthan,Baran,563.66999847,46.9724998725
Rajasthan,Barmer,711.4000089,59.283334075
Rajasthan,Bharatpur,482.69999052000003,40.22499921
Rajasthan,Bhilwara,571.61000143,47.63416678583334
Rajasthan,Bikaner,303.1700092,25.26416743333333
Rajasthan,Bundi,569.87999891,47.48999990916667
Rajasthan,Chittorgarh,601.61000613,50.1341671775
Rajasthan,Churu,373.3200021,31.110000175
Rajasthan,Dausa,394.4500028,32.87083356666667
Rajasthan,Dholpur,335.83000082,27.985833401666667
Rajasthan,Dungarpur,73.7200017,6.1433334749999995
Rajasthan,Ganganagar,464.3500098,38.69583415
Rajasthan,Hanumangarh,450.6299993,37.55249994166667
Rajasthan,Jaipur,365.46999501,30.4558329175
Rajasthan,Jaisalmer,245.40000083,20.450000069166666
Rajasthan,Jalore,1358.5100019000001,113.20916682500001
Rajasthan,Jhalawar,726.37000012,60.530833343333335
Rajasthan,Jhunjhunu,344.30999860000003,28.692499883333337
Rajasthan,Jodhpur,272.87999803,22.739999835833334
Rajasthan,Karauli,368.0399997,30.669999975
Rajasthan,Kota,577.93998931,48.161665775833335
Rajasthan,Nagaur,366.3700035,30.530833625
Rajasthan,Pali,605.68000823,50.473334019166664
Rajasthan,Pratapgarh,107.86000082,8.988333401666667
Rajasthan,Rajsamand,582.51000873,48.5425007275
Rajasthan,Sawai Madhopur,377.4500035,31.45416695833333
Rajasthan,Sikar,333.49999611,27.791666342499997
Rajasthan,Sirohi,1354.209998899,112.85083324158335
Rajasthan,Tonk,418.95999951,34.9133332925
Rajasthan,Udaipur,310.54001208,25.87833434
Sikkim,East District,2113.929985799,176.16083214991667
Sikkim,North District,2148.6599985039998,179.05499987533332
Sikkim,South District,1712.1600092,142.68000076666667
Sikkim,West District,1858.50999401,154.87583283416666
Tamil Nadu,Ariyalur,907.000007,75.58333391666666
Tamil Nadu,Chengalpattu,1200.27999821,100.02333318416667
Tamil Nadu,Chennai,1287.431891567,107.28599096391667
Tamil Nadu,Coimbatore,773.103595,64.42529958333334
Tamil Nadu,Cuddalore,714.0699959,59.505832991666665
Tamil Nadu,Dharmapuri,821.6300283,68.469169025
Tamil Nadu,Dindigul,639.8918213,53.32431844166666
Tamil Nadu,Erode,789.7019606,65.80849671666667
Tamil Nadu,Kallakurichi,864.1200071000001,72.01000059166667
Tamil Nadu,Kanchipuram,1200.27999821,100.02333318416667
Tamil Nadu,Kanniyakumari,726.2699989,60.52249990833334
Tamil Nadu,Karur,653.1900011,54.43250009166667
Tamil Nadu,Krishnagiri,824.7499875999999,68.72916563333332
Tamil Nadu,Madurai,591.6000018999999,49.300000158333326
Tamil Nadu,Mayiladuthurai,1518.6900050000002,126.55750041666668
Tamil Nadu,Nagapattinam,1518.690005,126.55750041666666
Tamil Nadu,Namakkal,737.359998,61.4466665
Tamil Nadu,Perambalur,698.500008,58.208334
Tamil Nadu,Pudukkottai,871.370007,72.61416725
Tamil Nadu,Ramanathapuram,480.88000222,40.073333518333335
Tamil Nadu,Ranipet,1030.0699991000001,85.83916659166668
Tamil Nadu,Salem,837.4500048,69.7875004
Tamil Nadu,Sivaganga,529.4569185,44.121409875000005
Tamil Nadu,Tenkasi,638.3245474,53.19371228333333
Tamil Nadu,Thanjavur,1354.27672424,112.85639368666666
Tamil Nadu,The Nilgiris,789.275844,65.772987
Tamil Nadu,Theni,605.5040322,50.45866935
Tamil Nadu,Thiruvallur,1273.299985099,106.10833209158334
Tamil Nadu,Thiruvarur,1557.77998,129.81499833333334
Tamil Nadu,Tiruchirappalli,663.6800004,55.3066667
Tamil Nadu,Tirunelveli,640.5899967,53.382499725
Tamil Nadu,Tirupathur,1030.0699991,85.83916659166665
Tamil Nadu,Tiruppur,733.7100022,61.14250018333333
Tamil Nadu,Tiruvannamalai,1021.070004,85.089167
Tamil Nadu,Tuticorin,580.5699880999999,48.38083234166666
Tamil Nadu,Vellore,1030.0699991,85.83916659166665
Tamil Nadu,Villupuram,864.1200071000001,72.01000059166667
Tamil Nadu,Virudhunagar,558.8999967,46.574999725
Telangana,Adilabad,746.7200086,62.226667383333336
Telangana,Bhadradri Kothagudem,928.23998741,77.35333228416667
Telangana,Hanumakonda,910.68329973,75.8902749775
Telangana,Hyderabad,1119.8199991000001,93.31833325833334
Telangana,Jagitial,767.4600009999999,63.955000083333324
Telangana,Jangoan,965.94999941,80.49583328416666
Telangana,Jayashankar Bhupalapally,863.87056498,71.98921374833334
Telangana,Jogulamba Gadwal,700.7700037000001,58.39750030833334
Telangana,Kamareddy,842.10002021,70.17500168416667
Telangana,Karimnagar,767.4600009999999,63.955000083333324
Telangana,Khammam,928.23998741,77.35333228416667
Telangana,Kumuram Bheem Asifabad,746.7200086,62.226667383333336
Telangana,Mahabubabad,960.45738233,80.03811519416666
Telangana,Mahabubnagar,730.8286837080001,60.902390309000005
Telangana,Mancherial,746.7200086,62.226667383333336
Telangana,Medak,918.33000999,76.5275008325
Telangana,Medchal Malkajgiri,953.2799901,79.439999175
Telangana,Mulugu,960.8824062,80.07353385
Telangana,Nagarkurnool,700.7700037,58.39750030833333
Telangana,Nalgonda,725.410019,60.45083491666667
Telangana,Narayanpet,700.7700037000001,58.39750030833334
Telangana,Nirmal,746.7200086,62.226667383333336
Telangana,Nizamabad,842.10002021,70.17500168416667
Telangana,Peddapalli,767.460001,63.95500008333334
Telangana,Rajanna Sircilla,769.5653386700001,64.13044488916667
Telangana,Ranga Reddy,856.3695276738999,71.36412730615832
Telangana,Sangareddy,918.13079714,76.51089976166666
Telangana,Siddipet,897.1664498,74.76387081666667
Telangana,Suryapet,725.410019,60.45083491666667
Telangana,Vikarabad,905.1270922401,75.42725768667499
Telangana,Wanaparthy,700.7700037000001,58.39750030833334
Telangana,Warangal,965.94999941,80.49583328416666
Telangana,Yadadri Bhuvanagiri,725.410019,60.45083491666667
The Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,0.0,
The Dadra And Nagar Haveli And Daman And Diu,Daman,2932.7628,244.3969
The Dadra And Nagar Haveli And Daman And Diu,Diu,1078.617096,89.88475799999999
Tripura,Dhalai,2405.1300072,200.4275006
Tripura,Gomati,2240.898110894,186.74150924116668
Tripura,Khowai,2319.290062,193.27417183333333
Tripura,North Tripura,2719.0700284,226.58916903333332
Tripura,Sepahijala,2319.290062,193.27417183333333
Tripura,South Tripura,2229.859991099,185.8216659249167
Tripura,Unakoti,2719.0700284,226.58916903333332
Tripura,West Tripura,2319.290062,193.27417183333333
Uttar Pradesh,Agra,283.66999799,23.639166499166667
Uttar Pradesh,Aligarh,530.5699908,44.214165900000005
Uttar Pradesh,Ambedkar Nagar,821.74000172,68.47833347666666
Uttar Pradesh,Amethi,684.3782080042,57.03151733368333
Uttar Pradesh,Amroha,761.1000002000001,63.42500001666667
Uttar Pradesh,Auraiya,545.679994104,45.473332842
Uttar Pradesh,Ayodhya,748.19000092,62.349166743333335
Uttar Pradesh,Azamgarh,991.310012,82.60916766666666
Uttar Pradesh,Baghpat,549.360003,45.78000025
Uttar Pradesh,Bahraich,979.620011099,81.63500092491667
Uttar Pradesh,Ballia,801.2300095,66.76916745833334
Uttar Pradesh,Balrampur,1071.61999993,89.30166666083333
Uttar Pradesh,Banda,745.58001419,62.13166784916667
Uttar Pradesh,Barabanki,809.9500091990001,67.49583409991668
Uttar Pradesh,Bareilly,864.510008918,72.04250074316667
Uttar Pradesh,Basti,958.9299910999999,79.91083259166666
Uttar Pradesh,Bhadohi,729.3799987799999,60.781666564999995
Uttar Pradesh,Bijnor,659.5799812299999,54.96499843583333
Uttar Pradesh,Budaun,699.85001201,58.32083433416667
Uttar Pradesh,Bulandshahr,647.6000081,53.966667341666664
Uttar Pradesh,Chandauli,708.879985989,59.07333216575
Uttar Pradesh,Chitrakoot,997.04999,83.08749916666666
Uttar Pradesh,Deoria,939.2900078,78.27416731666666
Uttar Pradesh,Etah,479.749997,39.979166416666665
Uttar Pradesh,Etawah,493.520001,41.12666675
Uttar Pradesh,Farrukhabad,673.970000998,56.164166749833335
Uttar Pradesh,Fatehpur,754.9199912,62.90999926666667
Uttar Pradesh,Firozabad,324.060001,27.005000083333332
Uttar Pradesh,Gautam Buddha Nagar,529.1800026999999,44.09833355833333
Uttar Pradesh,Ghaziabad,529.139996999,44.09499974991667
Uttar Pradesh,Ghazipur,741.9799981000001,61.83166650833334
Uttar Pradesh,Gonda,914.9799909000001,76.248332575
Uttar Pradesh,Gorakhpur,1064.770000199,88.73083334991667
Uttar Pradesh,Hamirpur,471.6200102,39.30166751666667
Uttar Pradesh,Hapur,529.139996999,44.09499974991667
Uttar Pradesh,Hardoi,710.40999401,59.20083283416667
Uttar Pradesh,Hathras,370.6199978,30.884999816666667
Uttar Pradesh,Jalaun,476.360000101,39.696666675083335
Uttar Pradesh,Jaunpur,810.0600000000001,67.50500000000001
Uttar Pradesh,Jhansi,487.34999170000003,40.612499308333334
Uttar Pradesh,Kannauj,670.960010001,55.91333416675
Uttar Pradesh,Kanpur Dehat,470.94000200799996,39.24500016733333
Uttar Pradesh,Kanpur Nagar,480.15000098999997,40.0125000825
Uttar Pradesh,Kasganj,591.45001599,49.2875013325
Uttar Pradesh,Kaushambi,920.49999909,76.7083332575
Uttar Pradesh,Kheri,1142.94137737,95.24511478083333
Uttar Pradesh,Kushi Nagar,1093.0500028000001,91.08750023333334
Uttar Pradesh,Lalitpur,410.44999891,34.204166575833334
Uttar Pradesh,Lucknow,775.960003788,64.663333649
Uttar Pradesh,Maharajganj,1243.6900133,103.64083444166666
Uttar Pradesh,Mahoba,505.61999779,42.13499981583333
Uttar Pradesh,Mainpuri,591.7799908998,49.31499924165001
Uttar Pradesh,Mathura,347.2599942,28.93833285
Uttar Pradesh,Mau,919.0300071,76.585833925
Uttar Pradesh,Meerut,498.64999811,41.55416650916667
Uttar Pradesh,Mirzapur,701.2899999,58.440833325
Uttar Pradesh,Moradabad,948.91999902,79.076666585
Uttar Pradesh,Muzaffarnagar,523.42000429,43.61833369083333
Uttar Pradesh,Pilibhit,1061.89000439,88.49083369916667
Uttar Pradesh,Pratapgarh,713.2200149,59.43500124166667
Uttar Pradesh,Prayagraj,691.9199899199999,57.65999915999999
Uttar Pradesh,Rae Bareli,756.4000153999999,63.03333461666666
Uttar Pradesh,Rampur,901.4699978098,75.12249981748333
Uttar Pradesh,Saharanpur,688.9799995999999,57.41499996666666
Uttar Pradesh,Sambhal,850.484048412,70.873670701
Uttar Pradesh,Sant Kabeer Nagar,1124.80997189,93.73416432416667
Uttar Pradesh,Shahjahanpur,848.499998894,70.70833324116667
Uttar Pradesh,Shamli,523.42000429,43.61833369083333
Uttar Pradesh,Shravasti,1042.2499985,86.85416654166666
Uttar Pradesh,Siddharth Nagar,1338.4300292,111.53583576666666
Uttar Pradesh,Sitapur,905.2599951,75.438332925
Uttar Pradesh,Sonbhadra,804.590001399,67.04916678325
Uttar Pradesh,Sultanpur,657.4200000000001,54.785000000000004
Uttar Pradesh,Unnao,655.21001189,54.60083432416667
Uttar Pradesh,Varanasi,738.02000302,61.501666918333335
Uttarakhand,Almora,1228.61999101,102.38499925083333
Uttarakhand,Bageshwar,1418.27999102,118.18999925166666
Uttarakhand,Chamoli,1142.370015004,95.19750125033333
Uttarakhand,Champawat,1382.9799859999998,115.24833216666666
Uttarakhand,Dehradun,1419.330008999,118.27750074991667
Uttarakhand,Haridwar,1141.819991999,95.15166599991666
Uttarakhand,Nainital,1305.1199669989999,108.75999724991665
Uttarakhand,Pauri Garhwal,1183.4099946000001,98.61749955
Uttarakhand,Pithoragarh,1118.96000897,93.24666741416667
Uttarakhand,Rudra Prayag,1163.8199961,96.984999675
Uttarakhand,Tehri Garhwal,1319.79999399,109.98333283250001
Uttarakhand,Udam Singh Nagar,1510.53995701,125.87832975083334
Uttarakhand,Uttar Kashi,1081.209999989,90.10083333241666
West Bengal,24 Paraganas North,1673.3800092,139.44833409999998
West Bengal,24 Paraganas South,1522.3099817,126.85916514166667
West Bengal,Alipurduar,3426.8799882,285.57333235
West Bengal,Bankura,1748.38999191,145.69916599249999
West Bengal,Birbhum,1665.97996671,138.83166389250002
West Bengal,Coochbehar,3285.150013,273.76250108333335
West Bengal,Darjeeling,3359.0299951,279.91916625833335
West Bengal,Dinajpur Dakshin,2229.240006999,185.77000058324998
West Bengal,Dinajpur Uttar,2616.0099609999997,218.0008300833333
West Bengal,Hooghly,1739.2799909999999,144.93999925
West Bengal,Howrah,1598.9200002,133.24333335
West Bengal,Jalpaiguri,3426.8799882,285.57333235
West Bengal,Jhargram,1461.7600310999999,121.81333592499999
West Bengal,Kalimpong,3359.0299951,279.91916625833335
West Bengal,Kolkata,1682.4600298999999,140.20500249166665
West Bengal,Maldah,1637.76,136.48
West Bengal,Medinipur East,1437.5999891000001,119.79999909166668
West Bengal,Medinipur West,1461.7600311,121.813335925
West Bengal,Murshidabad,1565.1900069097999,130.43250057581665
West Bengal,Nadia,1736.7708494,144.73090411666666
West Bengal,Paschim Bardhaman,1768.24000802,147.35333400166667
West Bengal,Purba Bardhaman,1768.24000802,147.35333400166667
West Bengal,Purulia,1677.950009,139.82916741666665
